report_type,organization,platform,metric,target,date,dim1,dim2,value
Report type 2,Organization 2,Platform 1,Metric 2,Title 2,2020-03-01,B,ZZ,2121
Report type 2,Organization 2,Platform 1,Metric 2,Title 2,2020-03-01,C,XX,2122
Report type 2,Organization 2,Platform 1,Metric 2,Title 2,2020-03-01,C,YY,2123
Report type 2,Organization 2,Platform 1,Metric 2,Title 2,2020-03-01,C,ZZ,2124
Report type 2,Organization 2,Platform 1,Metric 2,Title 3,2019-12-01,A,XX,2125
Report type 2,Organization 2,Platform 1,Metric 2,Title 3,2019-12-01,A,YY,2126
Report type 2,Organization 2,Platform 1,Metric 2,Title 3,2019-12-01,A,ZZ,2127
Report type 2,Organization 2,Platform 1,Metric 2,Title 3,2019-12-01,B,XX,2128
Report type 2,Organization 2,Platform 1,Metric 2,Title 3,2019-12-01,B,YY,2129
Report type 2,Organization 2,Platform 1,Metric 2,Title 3,2019-12-01,B,ZZ,2130
Report type 2,Organization 2,Platform 1,Metric 2,Title 3,2019-12-01,C,XX,2131
Report type 2,Organization 2,Platform 1,Metric 2,Title 3,2019-12-01,C,YY,2132
Report type 2,Organization 2,Platform 1,Metric 2,Title 3,2019-12-01,C,ZZ,2133
Report type 2,Organization 2,Platform 1,Metric 2,Title 3,2020-01-01,A,XX,2134
Report type 2,Organization 2,Platform 1,Metric 2,Title 3,2020-01-01,A,YY,2135
Report type 2,Organization 2,Platform 1,Metric 2,Title 3,2020-01-01,A,ZZ,2136
Report type 2,Organization 2,Platform 1,Metric 2,Title 3,2020-01-01,B,XX,2137
Report type 2,Organization 2,Platform 1,Metric 2,Title 3,2020-01-01,B,YY,2138
Report type 2,Organization 2,Platform 1,Metric 2,Title 3,2020-01-01,B,ZZ,2139
Report type 2,Organization 2,Platform 1,Metric 2,Title 3,2020-01-01,C,XX,2140
Report type 2,Organization 2,Platform 1,Metric 2,Title 3,2020-01-01,C,YY,2141
Report type 2,Organization 2,Platform 1,Metric 2,Title 3,2020-01-01,C,ZZ,2142
Report type 2,Organization 2,Platform 1,Metric 2,Title 3,2020-02-01,A,XX,2143
Report type 2,Organization 2,Platform 1,Metric 2,Title 3,2020-02-01,A,YY,2144
Report type 2,Organization 2,Platform 1,Metric 2,Title 3,2020-02-01,A,ZZ,2145
Report type 2,Organization 2,Platform 1,Metric 2,Title 3,2020-02-01,B,XX,2146
Report type 2,Organization 2,Platform 1,Metric 2,Title 3,2020-02-01,B,YY,2147
Report type 2,Organization 2,Platform 1,Metric 2,Title 3,2020-02-01,B,ZZ,2148
Report type 2,Organization 2,Platform 1,Metric 2,Title 3,2020-02-01,C,XX,2149
Report type 2,Organization 2,Platform 1,Metric 2,Title 3,2020-02-01,C,YY,2150
Report type 2,Organization 2,Platform 1,Metric 2,Title 3,2020-02-01,C,ZZ,2151
Report type 2,Organization 2,Platform 1,Metric 2,Title 3,2020-03-01,A,XX,2152
Report type 2,Organization 2,Platform 1,Metric 2,Title 3,2020-03-01,A,YY,2153
Report type 2,Organization 2,Platform 1,Metric 2,Title 3,2020-03-01,A,ZZ,2154
Report type 2,Organization 2,Platform 1,Metric 2,Title 3,2020-03-01,B,XX,2155
Report type 2,Organization 2,Platform 1,Metric 2,Title 3,2020-03-01,B,YY,2156
Report type 2,Organization 2,Platform 1,Metric 2,Title 3,2020-03-01,B,ZZ,2157
Report type 2,Organization 2,Platform 1,Metric 2,Title 3,2020-03-01,C,XX,2158
Report type 2,Organization 2,Platform 1,Metric 2,Title 3,2020-03-01,C,YY,2159
Report type 2,Organization 2,Platform 1,Metric 2,Title 3,2020-03-01,C,ZZ,2160
Report type 2,Organization 2,Platform 1,Metric 3,Title 1,2019-12-01,A,XX,2161
Report type 2,Organization 2,Platform 1,Metric 3,Title 1,2019-12-01,A,YY,2162
Report type 2,Organization 2,Platform 1,Metric 3,Title 1,2019-12-01,A,ZZ,2163
Report type 2,Organization 2,Platform 1,Metric 3,Title 1,2019-12-01,B,XX,2164
Report type 2,Organization 2,Platform 1,Metric 3,Title 1,2019-12-01,B,YY,2165
Report type 2,Organization 2,Platform 1,Metric 3,Title 1,2019-12-01,B,ZZ,2166
Report type 2,Organization 2,Platform 1,Metric 3,Title 1,2019-12-01,C,XX,2167
Report type 2,Organization 2,Platform 1,Metric 3,Title 1,2019-12-01,C,YY,2168
Report type 2,Organization 2,Platform 1,Metric 3,Title 1,2019-12-01,C,ZZ,2169
Report type 2,Organization 2,Platform 1,Metric 3,Title 1,2020-01-01,A,XX,2170
Report type 2,Organization 2,Platform 1,Metric 3,Title 1,2020-01-01,A,YY,2171
Report type 2,Organization 2,Platform 1,Metric 3,Title 1,2020-01-01,A,ZZ,2172
Report type 2,Organization 2,Platform 1,Metric 3,Title 1,2020-01-01,B,XX,2173
Report type 2,Organization 2,Platform 1,Metric 3,Title 1,2020-01-01,B,YY,2174
Report type 2,Organization 2,Platform 1,Metric 3,Title 1,2020-01-01,B,ZZ,2175
Report type 2,Organization 2,Platform 1,Metric 3,Title 1,2020-01-01,C,XX,2176
Report type 2,Organization 2,Platform 1,Metric 3,Title 1,2020-01-01,C,YY,2177
Report type 2,Organization 2,Platform 1,Metric 3,Title 1,2020-01-01,C,ZZ,2178
Report type 2,Organization 2,Platform 1,Metric 3,Title 1,2020-02-01,A,XX,2179
Report type 2,Organization 2,Platform 1,Metric 3,Title 1,2020-02-01,A,YY,2180
Report type 2,Organization 2,Platform 1,Metric 3,Title 1,2020-02-01,A,ZZ,2181
Report type 2,Organization 2,Platform 1,Metric 3,Title 1,2020-02-01,B,XX,2182
Report type 2,Organization 2,Platform 1,Metric 3,Title 1,2020-02-01,B,YY,2183
Report type 2,Organization 2,Platform 1,Metric 3,Title 1,2020-02-01,B,ZZ,2184
Report type 2,Organization 2,Platform 1,Metric 3,Title 1,2020-02-01,C,XX,2185
Report type 2,Organization 2,Platform 1,Metric 3,Title 1,2020-02-01,C,YY,2186
Report type 2,Organization 2,Platform 1,Metric 3,Title 1,2020-02-01,C,ZZ,2187
Report type 2,Organization 2,Platform 1,Metric 3,Title 1,2020-03-01,A,XX,2188
Report type 2,Organization 2,Platform 1,Metric 3,Title 1,2020-03-01,A,YY,2189
Report type 2,Organization 2,Platform 1,Metric 3,Title 1,2020-03-01,A,ZZ,2190
Report type 2,Organization 2,Platform 1,Metric 3,Title 1,2020-03-01,B,XX,2191
Report type 2,Organization 2,Platform 1,Metric 3,Title 1,2020-03-01,B,YY,2192
Report type 2,Organization 2,Platform 1,Metric 3,Title 1,2020-03-01,B,ZZ,2193
Report type 2,Organization 2,Platform 1,Metric 3,Title 1,2020-03-01,C,XX,2194
Report type 2,Organization 2,Platform 1,Metric 3,Title 1,2020-03-01,C,YY,2195
Report type 2,Organization 2,Platform 1,Metric 3,Title 1,2020-03-01,C,ZZ,2196
Report type 2,Organization 2,Platform 1,Metric 3,Title 2,2019-12-01,A,XX,2197
Report type 2,Organization 2,Platform 1,Metric 3,Title 2,2019-12-01,A,YY,2198
Report type 2,Organization 2,Platform 1,Metric 3,Title 2,2019-12-01,A,ZZ,2199
Report type 2,Organization 2,Platform 1,Metric 3,Title 2,2019-12-01,B,XX,2200
Report type 2,Organization 2,Platform 1,Metric 3,Title 2,2019-12-01,B,YY,2201
Report type 2,Organization 2,Platform 1,Metric 3,Title 2,2019-12-01,B,ZZ,2202
Report type 2,Organization 2,Platform 1,Metric 3,Title 2,2019-12-01,C,XX,2203
Report type 2,Organization 2,Platform 1,Metric 3,Title 2,2019-12-01,C,YY,2204
Report type 2,Organization 2,Platform 1,Metric 3,Title 2,2019-12-01,C,ZZ,2205
Report type 2,Organization 2,Platform 1,Metric 3,Title 2,2020-01-01,A,XX,2206
Report type 2,Organization 2,Platform 1,Metric 3,Title 2,2020-01-01,A,YY,2207
Report type 2,Organization 2,Platform 1,Metric 3,Title 2,2020-01-01,A,ZZ,2208
Report type 2,Organization 2,Platform 1,Metric 3,Title 2,2020-01-01,B,XX,2209
Report type 2,Organization 2,Platform 1,Metric 3,Title 2,2020-01-01,B,YY,2210
Report type 2,Organization 2,Platform 1,Metric 3,Title 2,2020-01-01,B,ZZ,2211
Report type 2,Organization 2,Platform 1,Metric 3,Title 2,2020-01-01,C,XX,2212
Report type 2,Organization 2,Platform 1,Metric 3,Title 2,2020-01-01,C,YY,2213
Report type 2,Organization 2,Platform 1,Metric 3,Title 2,2020-01-01,C,ZZ,2214
Report type 2,Organization 2,Platform 1,Metric 3,Title 2,2020-02-01,A,XX,2215
Report type 2,Organization 2,Platform 1,Metric 3,Title 2,2020-02-01,A,YY,2216
Report type 2,Organization 2,Platform 1,Metric 3,Title 2,2020-02-01,A,ZZ,2217
Report type 2,Organization 2,Platform 1,Metric 3,Title 2,2020-02-01,B,XX,2218
Report type 2,Organization 2,Platform 1,Metric 3,Title 2,2020-02-01,B,YY,2219
Report type 2,Organization 2,Platform 1,Metric 3,Title 2,2020-02-01,B,ZZ,2220
Report type 2,Organization 2,Platform 1,Metric 3,Title 2,2020-02-01,C,XX,2221
Report type 2,Organization 2,Platform 1,Metric 3,Title 2,2020-02-01,C,YY,2222
Report type 2,Organization 2,Platform 1,Metric 3,Title 2,2020-02-01,C,ZZ,2223
Report type 2,Organization 2,Platform 1,Metric 3,Title 2,2020-03-01,A,XX,2224
Report type 2,Organization 2,Platform 1,Metric 3,Title 2,2020-03-01,A,YY,2225
Report type 2,Organization 2,Platform 1,Metric 3,Title 2,2020-03-01,A,ZZ,2226
Report type 2,Organization 2,Platform 1,Metric 3,Title 2,2020-03-01,B,XX,2227
Report type 2,Organization 2,Platform 1,Metric 3,Title 2,2020-03-01,B,YY,2228
Report type 2,Organization 2,Platform 1,Metric 3,Title 2,2020-03-01,B,ZZ,2229
Report type 2,Organization 2,Platform 1,Metric 3,Title 2,2020-03-01,C,XX,2230
Report type 2,Organization 2,Platform 1,Metric 3,Title 2,2020-03-01,C,YY,2231
Report type 2,Organization 2,Platform 1,Metric 3,Title 2,2020-03-01,C,ZZ,2232
Report type 2,Organization 2,Platform 1,Metric 3,Title 3,2019-12-01,A,XX,2233
Report type 2,Organization 2,Platform 1,Metric 3,Title 3,2019-12-01,A,YY,2234
Report type 2,Organization 2,Platform 1,Metric 3,Title 3,2019-12-01,A,ZZ,2235
Report type 2,Organization 2,Platform 1,Metric 3,Title 3,2019-12-01,B,XX,2236
Report type 2,Organization 2,Platform 1,Metric 3,Title 3,2019-12-01,B,YY,2237
Report type 2,Organization 2,Platform 1,Metric 3,Title 3,2019-12-01,B,ZZ,2238
Report type 2,Organization 2,Platform 1,Metric 3,Title 3,2019-12-01,C,XX,2239
Report type 2,Organization 2,Platform 1,Metric 3,Title 3,2019-12-01,C,YY,2240
Report type 2,Organization 2,Platform 1,Metric 3,Title 3,2019-12-01,C,ZZ,2241
Report type 2,Organization 2,Platform 1,Metric 3,Title 3,2020-01-01,A,XX,2242
Report type 2,Organization 2,Platform 1,Metric 3,Title 3,2020-01-01,A,YY,2243
Report type 2,Organization 2,Platform 1,Metric 3,Title 3,2020-01-01,A,ZZ,2244
Report type 2,Organization 2,Platform 1,Metric 3,Title 3,2020-01-01,B,XX,2245
Report type 2,Organization 2,Platform 1,Metric 3,Title 3,2020-01-01,B,YY,2246
Report type 2,Organization 2,Platform 1,Metric 3,Title 3,2020-01-01,B,ZZ,2247
Report type 2,Organization 2,Platform 1,Metric 3,Title 3,2020-01-01,C,XX,2248
Report type 2,Organization 2,Platform 1,Metric 3,Title 3,2020-01-01,C,YY,2249
Report type 2,Organization 2,Platform 1,Metric 3,Title 3,2020-01-01,C,ZZ,2250
Report type 2,Organization 2,Platform 1,Metric 3,Title 3,2020-02-01,A,XX,2251
Report type 2,Organization 2,Platform 1,Metric 3,Title 3,2020-02-01,A,YY,2252
Report type 2,Organization 2,Platform 1,Metric 3,Title 3,2020-02-01,A,ZZ,2253
Report type 2,Organization 2,Platform 1,Metric 3,Title 3,2020-02-01,B,XX,2254
Report type 2,Organization 2,Platform 1,Metric 3,Title 3,2020-02-01,B,YY,2255
Report type 2,Organization 2,Platform 1,Metric 3,Title 3,2020-02-01,B,ZZ,2256
Report type 2,Organization 2,Platform 1,Metric 3,Title 3,2020-02-01,C,XX,2257
Report type 2,Organization 2,Platform 1,Metric 3,Title 3,2020-02-01,C,YY,2258
Report type 2,Organization 2,Platform 1,Metric 3,Title 3,2020-02-01,C,ZZ,2259
Report type 2,Organization 2,Platform 1,Metric 3,Title 3,2020-03-01,A,XX,2260
Report type 2,Organization 2,Platform 1,Metric 3,Title 3,2020-03-01,A,YY,2261
Report type 2,Organization 2,Platform 1,Metric 3,Title 3,2020-03-01,A,ZZ,2262
Report type 2,Organization 2,Platform 1,Metric 3,Title 3,2020-03-01,B,XX,2263
Report type 2,Organization 2,Platform 1,Metric 3,Title 3,2020-03-01,B,YY,2264
Report type 2,Organization 2,Platform 1,Metric 3,Title 3,2020-03-01,B,ZZ,2265
Report type 2,Organization 2,Platform 1,Metric 3,Title 3,2020-03-01,C,XX,2266
Report type 2,Organization 2,Platform 1,Metric 3,Title 3,2020-03-01,C,YY,2267
Report type 2,Organization 2,Platform 1,Metric 3,Title 3,2020-03-01,C,ZZ,2268
Report type 2,Organization 2,Platform 2,Metric 1,Title 1,2019-12-01,A,XX,2269
Report type 2,Organization 2,Platform 2,Metric 1,Title 1,2019-12-01,A,YY,2270
Report type 2,Organization 2,Platform 2,Metric 1,Title 1,2019-12-01,A,ZZ,2271
Report type 2,Organization 2,Platform 2,Metric 1,Title 1,2019-12-01,B,XX,2272
Report type 2,Organization 2,Platform 2,Metric 1,Title 1,2019-12-01,B,YY,2273
Report type 2,Organization 2,Platform 2,Metric 1,Title 1,2019-12-01,B,ZZ,2274
Report type 2,Organization 2,Platform 2,Metric 1,Title 1,2019-12-01,C,XX,2275
Report type 2,Organization 2,Platform 2,Metric 1,Title 1,2019-12-01,C,YY,2276
Report type 2,Organization 2,Platform 2,Metric 1,Title 1,2019-12-01,C,ZZ,2277
Report type 2,Organization 2,Platform 2,Metric 1,Title 1,2020-01-01,A,XX,2278
Report type 2,Organization 2,Platform 2,Metric 1,Title 1,2020-01-01,A,YY,2279
Report type 2,Organization 2,Platform 2,Metric 1,Title 1,2020-01-01,A,ZZ,2280
Report type 2,Organization 2,Platform 2,Metric 1,Title 1,2020-01-01,B,XX,2281
Report type 2,Organization 2,Platform 2,Metric 1,Title 1,2020-01-01,B,YY,2282
Report type 2,Organization 2,Platform 2,Metric 1,Title 1,2020-01-01,B,ZZ,2283
Report type 2,Organization 2,Platform 2,Metric 1,Title 1,2020-01-01,C,XX,2284
Report type 2,Organization 2,Platform 2,Metric 1,Title 1,2020-01-01,C,YY,2285
Report type 2,Organization 2,Platform 2,Metric 1,Title 1,2020-01-01,C,ZZ,2286
Report type 2,Organization 2,Platform 2,Metric 1,Title 1,2020-02-01,A,XX,2287
Report type 2,Organization 2,Platform 2,Metric 1,Title 1,2020-02-01,A,YY,2288
Report type 2,Organization 2,Platform 2,Metric 1,Title 1,2020-02-01,A,ZZ,2289
Report type 2,Organization 2,Platform 2,Metric 1,Title 1,2020-02-01,B,XX,2290
Report type 2,Organization 2,Platform 2,Metric 1,Title 1,2020-02-01,B,YY,2291
Report type 2,Organization 2,Platform 2,Metric 1,Title 1,2020-02-01,B,ZZ,2292
Report type 2,Organization 2,Platform 2,Metric 1,Title 1,2020-02-01,C,XX,2293
Report type 2,Organization 2,Platform 2,Metric 1,Title 1,2020-02-01,C,YY,2294
Report type 2,Organization 2,Platform 2,Metric 1,Title 1,2020-02-01,C,ZZ,2295
Report type 2,Organization 2,Platform 2,Metric 1,Title 1,2020-03-01,A,XX,2296
Report type 2,Organization 2,Platform 2,Metric 1,Title 1,2020-03-01,A,YY,2297
Report type 2,Organization 2,Platform 2,Metric 1,Title 1,2020-03-01,A,ZZ,2298
Report type 2,Organization 2,Platform 2,Metric 1,Title 1,2020-03-01,B,XX,2299
Report type 2,Organization 2,Platform 2,Metric 1,Title 1,2020-03-01,B,YY,2300
Report type 2,Organization 2,Platform 2,Metric 1,Title 1,2020-03-01,B,ZZ,2301
Report type 2,Organization 2,Platform 2,Metric 1,Title 1,2020-03-01,C,XX,2302
Report type 2,Organization 2,Platform 2,Metric 1,Title 1,2020-03-01,C,YY,2303
Report type 2,Organization 2,Platform 2,Metric 1,Title 1,2020-03-01,C,ZZ,2304
Report type 2,Organization 2,Platform 2,Metric 1,Title 2,2019-12-01,A,XX,2305
Report type 2,Organization 2,Platform 2,Metric 1,Title 2,2019-12-01,A,YY,2306
Report type 2,Organization 2,Platform 2,Metric 1,Title 2,2019-12-01,A,ZZ,2307
Report type 2,Organization 2,Platform 2,Metric 1,Title 2,2019-12-01,B,XX,2308
Report type 2,Organization 2,Platform 2,Metric 1,Title 2,2019-12-01,B,YY,2309
Report type 2,Organization 2,Platform 2,Metric 1,Title 2,2019-12-01,B,ZZ,2310
Report type 2,Organization 2,Platform 2,Metric 1,Title 2,2019-12-01,C,XX,2311
Report type 2,Organization 2,Platform 2,Metric 1,Title 2,2019-12-01,C,YY,2312
Report type 2,Organization 2,Platform 2,Metric 1,Title 2,2019-12-01,C,ZZ,2313
Report type 2,Organization 2,Platform 2,Metric 1,Title 2,2020-01-01,A,XX,2314
Report type 2,Organization 2,Platform 2,Metric 1,Title 2,2020-01-01,A,YY,2315
Report type 2,Organization 2,Platform 2,Metric 1,Title 2,2020-01-01,A,ZZ,2316
Report type 2,Organization 2,Platform 2,Metric 1,Title 2,2020-01-01,B,XX,2317
Report type 2,Organization 2,Platform 2,Metric 1,Title 2,2020-01-01,B,YY,2318
Report type 2,Organization 2,Platform 2,Metric 1,Title 2,2020-01-01,B,ZZ,2319
Report type 2,Organization 2,Platform 2,Metric 1,Title 2,2020-01-01,C,XX,2320
Report type 2,Organization 2,Platform 2,Metric 1,Title 2,2020-01-01,C,YY,2321
Report type 2,Organization 2,Platform 2,Metric 1,Title 2,2020-01-01,C,ZZ,2322
Report type 2,Organization 2,Platform 2,Metric 1,Title 2,2020-02-01,A,XX,2323
Report type 2,Organization 2,Platform 2,Metric 1,Title 2,2020-02-01,A,YY,2324
Report type 2,Organization 2,Platform 2,Metric 1,Title 2,2020-02-01,A,ZZ,2325
Report type 2,Organization 2,Platform 2,Metric 1,Title 2,2020-02-01,B,XX,2326
Report type 2,Organization 2,Platform 2,Metric 1,Title 2,2020-02-01,B,YY,2327
Report type 2,Organization 2,Platform 2,Metric 1,Title 2,2020-02-01,B,ZZ,2328
Report type 2,Organization 2,Platform 2,Metric 1,Title 2,2020-02-01,C,XX,2329
Report type 2,Organization 2,Platform 2,Metric 1,Title 2,2020-02-01,C,YY,2330
Report type 2,Organization 2,Platform 2,Metric 1,Title 2,2020-02-01,C,ZZ,2331
Report type 2,Organization 2,Platform 2,Metric 1,Title 2,2020-03-01,A,XX,2332
Report type 2,Organization 2,Platform 2,Metric 1,Title 2,2020-03-01,A,YY,2333
Report type 2,Organization 2,Platform 2,Metric 1,Title 2,2020-03-01,A,ZZ,2334
Report type 2,Organization 2,Platform 2,Metric 1,Title 2,2020-03-01,B,XX,2335
Report type 2,Organization 2,Platform 2,Metric 1,Title 2,2020-03-01,B,YY,2336
Report type 2,Organization 2,Platform 2,Metric 1,Title 2,2020-03-01,B,ZZ,2337
Report type 2,Organization 2,Platform 2,Metric 1,Title 2,2020-03-01,C,XX,2338
Report type 2,Organization 2,Platform 2,Metric 1,Title 2,2020-03-01,C,YY,2339
Report type 2,Organization 2,Platform 2,Metric 1,Title 2,2020-03-01,C,ZZ,2340
Report type 2,Organization 2,Platform 2,Metric 1,Title 3,2019-12-01,A,XX,2341
Report type 2,Organization 2,Platform 2,Metric 1,Title 3,2019-12-01,A,YY,2342
Report type 2,Organization 2,Platform 2,Metric 1,Title 3,2019-12-01,A,ZZ,2343
Report type 2,Organization 2,Platform 2,Metric 1,Title 3,2019-12-01,B,XX,2344
Report type 2,Organization 2,Platform 2,Metric 1,Title 3,2019-12-01,B,YY,2345
Report type 2,Organization 2,Platform 2,Metric 1,Title 3,2019-12-01,B,ZZ,2346
Report type 2,Organization 2,Platform 2,Metric 1,Title 3,2019-12-01,C,XX,2347
Report type 2,Organization 2,Platform 2,Metric 1,Title 3,2019-12-01,C,YY,2348
Report type 2,Organization 2,Platform 2,Metric 1,Title 3,2019-12-01,C,ZZ,2349
Report type 2,Organization 2,Platform 2,Metric 1,Title 3,2020-01-01,A,XX,2350
Report type 2,Organization 2,Platform 2,Metric 1,Title 3,2020-01-01,A,YY,2351
Report type 2,Organization 2,Platform 2,Metric 1,Title 3,2020-01-01,A,ZZ,2352
Report type 2,Organization 2,Platform 2,Metric 1,Title 3,2020-01-01,B,XX,2353
Report type 2,Organization 2,Platform 2,Metric 1,Title 3,2020-01-01,B,YY,2354
Report type 2,Organization 2,Platform 2,Metric 1,Title 3,2020-01-01,B,ZZ,2355
Report type 2,Organization 2,Platform 2,Metric 1,Title 3,2020-01-01,C,XX,2356
Report type 2,Organization 2,Platform 2,Metric 1,Title 3,2020-01-01,C,YY,2357
Report type 2,Organization 2,Platform 2,Metric 1,Title 3,2020-01-01,C,ZZ,2358
Report type 2,Organization 2,Platform 2,Metric 1,Title 3,2020-02-01,A,XX,2359
Report type 2,Organization 2,Platform 2,Metric 1,Title 3,2020-02-01,A,YY,2360
Report type 2,Organization 2,Platform 2,Metric 1,Title 3,2020-02-01,A,ZZ,2361
Report type 2,Organization 2,Platform 2,Metric 1,Title 3,2020-02-01,B,XX,2362
Report type 2,Organization 2,Platform 2,Metric 1,Title 3,2020-02-01,B,YY,2363
Report type 2,Organization 2,Platform 2,Metric 1,Title 3,2020-02-01,B,ZZ,2364
Report type 2,Organization 2,Platform 2,Metric 1,Title 3,2020-02-01,C,XX,2365
Report type 2,Organization 2,Platform 2,Metric 1,Title 3,2020-02-01,C,YY,2366
Report type 2,Organization 2,Platform 2,Metric 1,Title 3,2020-02-01,C,ZZ,2367
Report type 2,Organization 2,Platform 2,Metric 1,Title 3,2020-03-01,A,XX,2368
Report type 2,Organization 2,Platform 2,Metric 1,Title 3,2020-03-01,A,YY,2369
Report type 2,Organization 2,Platform 2,Metric 1,Title 3,2020-03-01,A,ZZ,2370
Report type 2,Organization 2,Platform 2,Metric 1,Title 3,2020-03-01,B,XX,2371
Report type 2,Organization 2,Platform 2,Metric 1,Title 3,2020-03-01,B,YY,2372
Report type 2,Organization 2,Platform 2,Metric 1,Title 3,2020-03-01,B,ZZ,2373
Report type 2,Organization 2,Platform 2,Metric 1,Title 3,2020-03-01,C,XX,2374
Report type 2,Organization 2,Platform 2,Metric 1,Title 3,2020-03-01,C,YY,2375
Report type 2,Organization 2,Platform 2,Metric 1,Title 3,2020-03-01,C,ZZ,2376
Report type 2,Organization 2,Platform 2,Metric 2,Title 1,2019-12-01,A,XX,2377
Report type 2,Organization 2,Platform 2,Metric 2,Title 1,2019-12-01,A,YY,2378
Report type 2,Organization 2,Platform 2,Metric 2,Title 1,2019-12-01,A,ZZ,2379
Report type 2,Organization 2,Platform 2,Metric 2,Title 1,2019-12-01,B,XX,2380
Report type 2,Organization 2,Platform 2,Metric 2,Title 1,2019-12-01,B,YY,2381
Report type 2,Organization 2,Platform 2,Metric 2,Title 1,2019-12-01,B,ZZ,2382
Report type 2,Organization 2,Platform 2,Metric 2,Title 1,2019-12-01,C,XX,2383
Report type 2,Organization 2,Platform 2,Metric 2,Title 1,2019-12-01,C,YY,2384
Report type 2,Organization 2,Platform 2,Metric 2,Title 1,2019-12-01,C,ZZ,2385
Report type 2,Organization 2,Platform 2,Metric 2,Title 1,2020-01-01,A,XX,2386
Report type 2,Organization 2,Platform 2,Metric 2,Title 1,2020-01-01,A,YY,2387
Report type 2,Organization 2,Platform 2,Metric 2,Title 1,2020-01-01,A,ZZ,2388
Report type 2,Organization 2,Platform 2,Metric 2,Title 1,2020-01-01,B,XX,2389
Report type 2,Organization 2,Platform 2,Metric 2,Title 1,2020-01-01,B,YY,2390
Report type 2,Organization 2,Platform 2,Metric 2,Title 1,2020-01-01,B,ZZ,2391
Report type 2,Organization 2,Platform 2,Metric 2,Title 1,2020-01-01,C,XX,2392
Report type 2,Organization 2,Platform 2,Metric 2,Title 1,2020-01-01,C,YY,2393
Report type 2,Organization 2,Platform 2,Metric 2,Title 1,2020-01-01,C,ZZ,2394
Report type 2,Organization 2,Platform 2,Metric 2,Title 1,2020-02-01,A,XX,2395
Report type 2,Organization 2,Platform 2,Metric 2,Title 1,2020-02-01,A,YY,2396
Report type 2,Organization 2,Platform 2,Metric 2,Title 1,2020-02-01,A,ZZ,2397
Report type 2,Organization 2,Platform 2,Metric 2,Title 1,2020-02-01,B,XX,2398
Report type 2,Organization 2,Platform 2,Metric 2,Title 1,2020-02-01,B,YY,2399
Report type 2,Organization 2,Platform 2,Metric 2,Title 1,2020-02-01,B,ZZ,2400
Report type 2,Organization 2,Platform 2,Metric 2,Title 1,2020-02-01,C,XX,2401
Report type 2,Organization 2,Platform 2,Metric 2,Title 1,2020-02-01,C,YY,2402
Report type 2,Organization 2,Platform 2,Metric 2,Title 1,2020-02-01,C,ZZ,2403
Report type 2,Organization 2,Platform 2,Metric 2,Title 1,2020-03-01,A,XX,2404
Report type 2,Organization 2,Platform 2,Metric 2,Title 1,2020-03-01,A,YY,2405
Report type 2,Organization 2,Platform 2,Metric 2,Title 1,2020-03-01,A,ZZ,2406
Report type 2,Organization 2,Platform 2,Metric 2,Title 1,2020-03-01,B,XX,2407
Report type 2,Organization 2,Platform 2,Metric 2,Title 1,2020-03-01,B,YY,2408
Report type 2,Organization 2,Platform 2,Metric 2,Title 1,2020-03-01,B,ZZ,2409
Report type 2,Organization 2,Platform 2,Metric 2,Title 1,2020-03-01,C,XX,2410
Report type 2,Organization 2,Platform 2,Metric 2,Title 1,2020-03-01,C,YY,2411
Report type 2,Organization 2,Platform 2,Metric 2,Title 1,2020-03-01,C,ZZ,2412
Report type 2,Organization 2,Platform 2,Metric 2,Title 2,2019-12-01,A,XX,2413
Report type 2,Organization 2,Platform 2,Metric 2,Title 2,2019-12-01,A,YY,2414
Report type 2,Organization 2,Platform 2,Metric 2,Title 2,2019-12-01,A,ZZ,2415
Report type 2,Organization 2,Platform 2,Metric 2,Title 2,2019-12-01,B,XX,2416
Report type 2,Organization 2,Platform 2,Metric 2,Title 2,2019-12-01,B,YY,2417
Report type 2,Organization 2,Platform 2,Metric 2,Title 2,2019-12-01,B,ZZ,2418
Report type 2,Organization 2,Platform 2,Metric 2,Title 2,2019-12-01,C,XX,2419
Report type 2,Organization 2,Platform 2,Metric 2,Title 2,2019-12-01,C,YY,2420
Report type 2,Organization 2,Platform 2,Metric 2,Title 2,2019-12-01,C,ZZ,2421
Report type 2,Organization 2,Platform 2,Metric 2,Title 2,2020-01-01,A,XX,2422
Report type 2,Organization 2,Platform 2,Metric 2,Title 2,2020-01-01,A,YY,2423
Report type 2,Organization 2,Platform 2,Metric 2,Title 2,2020-01-01,A,ZZ,2424
Report type 2,Organization 2,Platform 2,Metric 2,Title 2,2020-01-01,B,XX,2425
Report type 2,Organization 2,Platform 2,Metric 2,Title 2,2020-01-01,B,YY,2426
Report type 2,Organization 2,Platform 2,Metric 2,Title 2,2020-01-01,B,ZZ,2427
Report type 2,Organization 2,Platform 2,Metric 2,Title 2,2020-01-01,C,XX,2428
Report type 2,Organization 2,Platform 2,Metric 2,Title 2,2020-01-01,C,YY,2429
Report type 2,Organization 2,Platform 2,Metric 2,Title 2,2020-01-01,C,ZZ,2430
Report type 2,Organization 2,Platform 2,Metric 2,Title 2,2020-02-01,A,XX,2431
Report type 2,Organization 2,Platform 2,Metric 2,Title 2,2020-02-01,A,YY,2432
